transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
3214,04/14/2023,09:40:32,1,3,Eindhoven,3.0,Bakery,Scone
3215,04/13/2023,09:22:13,2,3,Eindhoven,4.25,Coffee,Syrup coffee
3216,04/13/2023,11:40:53,2,2,Utrecht,3.75,Bakery,Sandwich
3217,04/15/2023,11:29:42,1,2,Utrecht,3.5,Tea,Herbal tea
3218,04/11/2023,19:08:59,2,1,Amsterdam,3.0,Bakery,Scone
3219,04/15/2023,15:49:14,1,3,Eindhoven,3.0,Bakery,Scone
3220,04/16/2023,15:43:29,1,3,Eindhoven,3.25,Tea,Chai tea
3221,04/12/2023,11:25:05,3,2,Utrecht,3.75,Bakery,Sandwich
3222,04/11/2023,07:17:07,1,1,Amsterdam,3.5,Bakery,Pie
3223,04/13/2023,14:48:22,2,3,Eindhoven,3.75,Bakery,Sandwich
3224,04/13/2023,15:02:34,1,2,Utrecht,3.5,Coffee,Milk coffee
3225,04/13/2023,14:31:45,1,1,Amsterdam,3.0,Bakery,Scone
3226,04/11/2023,07:41:42,2,3,Eindhoven,3.5,Coffee,Milk coffee
3227,04/15/2023,08:03:10,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
3228,04/12/2023,12:21:04,4,1,Amsterdam,4.5,Chocolate,Hot chocolate
3229,04/16/2023,09:11:42,2,2,Utrecht,4.25,Coffee,Syrup coffee
3230,04/14/2023,11:05:27,3,,Amsterdam,3.75,Bakery,Sandwich
3231,04/13/2023,11:45:26,2,2,Utrecht,2.0,Coffee,Black coffee
3232,04/13/2023,16:46:34,1,2,Utrecht,3.5,Tea,Herbal tea
3233,04/10/2023,14:18:02,1,1,Amsterdam,4.25,Coffee,Syrup coffee
3234,04/14/2023,12:11:43,6,1,Amsterdam,3.5,Coffee,Milk coffee
3235,04/14/2023,19:38:19,2,2,Utrecht,4.25,Coffee,Syrup coffee
3236,04/16/2023,08:11:45,6,2,Utrecht,4.5,Chocolate,Hot chocolate
3237,04/16/2023,06:37:39,2,2,Utrecht,3.75,Bakery,Sandwich
3238,04/15/2023,14:36:49,1,3,Eindhoven,3.5,Tea,Herbal tea
3239,04/14/2023,19:12:27,1,2,Utrecht,3.25,Tea,Chai tea
3240,04/16/2023,18:37:49,1,3,Eindhoven,3.5,Coffee,Milk coffee
3241,04/11/2023,09:45:32,3,3,Eindhoven,6.3,Coffee,Organic blended coffee
3242,04/12/2023,14:34:22,2,1,Amsterdam,3.5,Tea,Herbal tea
3243,04/16/2023,09:35:53,4,3,Eindhoven,4.25,Coffee,Syrup coffee
3244,04/11/2023,15:43:08,2,1,Amsterdam,3.5,Bakery,Pie
3245,04/11/2023,07:35:22,3,2,Utrecht,6.3,Coffee,Organic blended coffee
3246,04/14/2023,12:53:47,2,1,Amsterdam,3.5,Tea,Herbal tea
3247,04/10/2023,08:45:54,1,3,Eindhoven,3.5,Tea,Herbal tea
3248,04/15/2023,16:56:18,1,2,Utrecht,3.5,Bakery,Pie
3249,04/15/2023,09:26:41,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
3250,04/14/2023,19:01:45,2,3,Eindhoven,3.25,Tea,Chai tea
3251,04/15/2023,19:09:58,1,1,Amsterdam,3.0,Bakery,Scone
3252,04/16/2023,14:09:28,2,1,Amsterdam,3.5,Bakery,Pie
3253,04/14/2023,19:33:44,1,3,Eindhoven,3.15,Tea,Green tea
3254,04/16/2023,15:57:01,2,2,Utrecht,2.0,Coffee,Black coffee
3255,04/13/2023,19:23:13,1,3,Eindhoven,3.0,Tea,Black tea
3256,04/12/2023,17:17:07,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3257,04/13/2023,10:01:45,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3258,04/16/2023,11:41:41,4,2,Utrecht,3.5,Coffee,Milk coffee
3259,04/14/2023,13:13:10,2,1,Amsterdam,3.15,Tea,Green tea
3260,04/11/2023,10:23:36,2,2,Utrecht,3.5,Coffee,Milk coffee
3261,04/12/2023,08:35:04,2,3,Eindhoven,3.15,Tea,Green tea
3262,04/16/2023,17:47:13,1,3,Eindhoven,3.5,Bakery,Pie
3263,04/13/2023,17:49:30,1,2,Utrecht,3.5,Tea,Herbal tea
3264,04/12/2023,08:50:29,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
3265,04/14/2023,16:27:24,3,2,Utrecht,4.5,Chocolate,Hot chocolate
3266,04/15/2023,08:47:04,1,3,Eindhoven,3.5,Bakery,Pie
3267,04/15/2023,14:28:36,2,2,Utrecht,3.75,Bakery,Sandwich
3268,04/11/2023,17:11:34,5,2,Utrecht,3.15,Tea,Green tea
3269,04/13/2023,12:53:27,2,3,Eindhoven,3.0,Bakery,Scone
3270,04/14/2023,19:31:37,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
3271,04/15/2023,19:46:43,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3272,,08:47:05,2,2,Utrecht,3.0,Bakery,Scone
3273,04/16/2023,14:13:13,2,2,Utrecht,3.0,Tea,Black tea
3274,04/12/2023,08:03:29,3,1,Amsterdam,3.15,Tea,Green tea
3275,04/13/2023,10:33:22,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
3276,04/16/2023,17:16:04,2,1,Amsterdam,3.5,Coffee,Milk coffee
3277,04/10/2023,18:14:32,2,3,Eindhoven,3.5,Tea,Herbal tea
3278,04/11/2023,12:53:37,1,1,Amsterdam,4.25,Coffee,Syrup coffee
3279,04/14/2023,14:21:23,1,3,Eindhoven,3.5,Bakery,Pie
3280,04/11/2023,12:57:23,2,1,Amsterdam,3.15,Tea,Green tea
3281,04/14/2023,10:23:51,1,3,Eindhoven,3.75,Bakery,Sandwich
3282,04/14/2023,16:20:27,3,1,Amsterdam,3.0,Bakery,Scone
3283,04/16/2023,15:05:16,2,1,Amsterdam,3.5,Bakery,Pie
3284,04/16/2023,18:24:09,1,2,Utrecht,3.0,Tea,Black tea
3285,04/10/2023,17:58:28,3,2,Utrecht,4.5,Chocolate,Hot chocolate
3286,04/13/2023,19:20:59,1,3,Eindhoven,3.5,Coffee,Milk coffee
3287,04/13/2023,15:00:42,1,3,Eindhoven,3.0,Bakery,Scone
3288,04/14/2023,14:21:51,3,2,Utrecht,3.0,Tea,Black tea
3289,04/13/2023,09:18:08,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3290,04/11/2023,19:47:23,2,2,Utrecht,4.25,Coffee,Syrup coffee
3291,04/14/2023,17:54:03,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3292,04/12/2023,19:47:16,1,2,Utrecht,3.0,Tea,Black tea
3293,04/15/2023,14:25:43,1,3,Eindhoven,3.5,Bakery,Pie
3294,04/12/2023,16:56:50,1,2,Utrecht,3.0,Bakery,Scone
3295,04/11/2023,10:05:20,1,2,Utrecht,3.5,Tea,Herbal tea
3296,04/11/2023,12:39:16,1,2,Utrecht,3.5,Coffee,Milk coffee
3297,04/15/2023,06:09:52,2,1,Amsterdam,3.15,Tea,Green tea
3298,04/12/2023,11:14:24,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3299,04/12/2023,07:01:10,1,,Amsterdam,3.5,Tea,Herbal tea
3300,04/16/2023,16:57:19,3,2,Utrecht,4.5,Chocolate,Hot chocolate
3301,04/11/2023,17:40:21,2,3,Eindhoven,3.0,Bakery,Scone
3302,04/14/2023,08:50:25,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3303,04/14/2023,18:00:31,5,,Amsterdam,3.25,Tea,Chai tea
3304,04/15/2023,10:38:48,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3305,04/15/2023,17:36:21,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3306,04/16/2023,11:39:59,4,2,Utrecht,3.0,Tea,Black tea
3307,04/16/2023,16:13:22,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
3308,04/15/2023,10:24:09,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3309,04/15/2023,19:20:13,2,3,Eindhoven,3.75,Bakery,Sandwich
3310,04/14/2023,11:58:11,2,2,Utrecht,3.75,Bakery,Sandwich
3311,04/16/2023,08:37:53,2,1,Amsterdam,3.0,Tea,Black tea
3312,04/13/2023,08:29:32,1,3,Eindhoven,3.75,Bakery,Sandwich
3313,04/11/2023,10:14:46,2,2,Utrecht,3.5,Bakery,Pie
3314,04/14/2023,16:25:02,3,2,Utrecht,3.5,Coffee,Milk coffee
3315,04/15/2023,10:11:44,1,2,Utrecht,3.5,Tea,Herbal tea
3316,04/14/2023,08:51:37,2,2,Utrecht,4.25,Coffee,Syrup coffee
3317,04/16/2023,06:52:28,3,1,Amsterdam,3.75,Bakery,Sandwich
3318,04/14/2023,11:30:13,1,1,Amsterdam,2.0,Coffee,Black coffee
3319,04/15/2023,16:27:34,5,2,Utrecht,2.0,Coffee,Black coffee
3320,04/16/2023,09:42:44,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3321,04/14/2023,11:28:10,2,1,Amsterdam,4.25,Coffee,Syrup coffee
3322,04/10/2023,11:08:07,1,2,Utrecht,3.5,Bakery,Pie
3323,04/12/2023,11:14:13,4,2,Utrecht,3.15,Tea,Green tea
3324,04/14/2023,19:04:00,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3325,04/12/2023,14:41:21,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
3326,04/10/2023,08:07:34,2,3,Eindhoven,3.0,Tea,Black tea
3327,04/12/2023,18:24:20,2,2,Utrecht,3.0,Bakery,Scone
3328,04/16/2023,14:33:37,4,2,Utrecht,2.0,Coffee,Black coffee
3329,04/14/2023,18:51:26,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3330,04/13/2023,08:33:50,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3331,04/13/2023,07:58:43,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3332,04/13/2023,08:33:16,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3333,04/12/2023,08:06:17,2,2,Utrecht,3.15,Tea,Green tea
3334,04/12/2023,09:36:24,2,3,Eindhoven,3.0,Bakery,Scone
3335,04/12/2023,07:07:56,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
3336,04/15/2023,11:44:53,1,2,Utrecht,3.0,Bakery,Scone
3337,04/16/2023,10:33:44,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
3338,04/14/2023,11:35:58,4,1,Amsterdam,3.5,Bakery,Pie
3339,04/13/2023,09:27:24,1,3,Eindhoven,3.5,Bakery,Pie
3340,04/16/2023,08:03:35,6,2,Utrecht,4.25,Coffee,Syrup coffee
3341,04/14/2023,08:52:18,3,3,Eindhoven,3.5,Tea,Herbal tea
3342,04/12/2023,19:35:30,2,3,Eindhoven,3.15,Tea,Green tea
3343,04/11/2023,12:36:11,1,1,Amsterdam,2.0,Coffee,Black coffee
3344,04/10/2023,13:34:59,2,1,Amsterdam,3.5,Tea,Herbal tea
3345,04/16/2023,18:30:15,1,1,Amsterdam,3.5,Bakery,Pie
3346,04/13/2023,11:24:16,2,3,Eindhoven,3.5,Bakery,Pie
3347,04/12/2023,18:48:11,2,2,Utrecht,3.5,Tea,Herbal tea
3348,04/12/2023,09:03:30,1,3,Eindhoven,3.5,Tea,Herbal tea
3349,04/16/2023,19:19:36,1,3,Eindhoven,2.0,Coffee,Black coffee
3350,04/13/2023,12:56:40,1,2,Utrecht,3.75,Bakery,Sandwich
3351,04/14/2023,15:59:50,1,3,Eindhoven,2.0,Coffee,Black coffee
3352,04/12/2023,14:38:57,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
3353,04/15/2023,16:13:56,3,2,Utrecht,2.0,Coffee,Black coffee
3354,04/15/2023,11:16:41,3,1,Amsterdam,3.75,Bakery,Sandwich
3355,04/13/2023,18:13:10,2,2,Utrecht,3.0,Bakery,Scone
3356,04/11/2023,17:21:19,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3357,04/14/2023,16:03:38,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3358,04/15/2023,12:01:03,2,3,Eindhoven,3.5,Bakery,Pie
3359,04/11/2023,07:19:39,2,3,Eindhoven,2.0,Coffee,Black coffee
3360,04/15/2023,11:44:04,1,2,Utrecht,3.75,Bakery,Sandwich
3361,04/16/2023,08:03:41,2,2,Utrecht,3.5,Tea,Herbal tea
3362,04/11/2023,07:22:01,4,3,Eindhoven,3.5,Coffee,Milk coffee
3363,04/13/2023,19:48:23,1,1,Amsterdam,3.0,Tea,Black tea
3364,04/15/2023,11:19:48,1,1,Amsterdam,3.5,Coffee,Milk coffee
3365,04/16/2023,06:21:30,2,3,Eindhoven,2.0,Coffee,Black coffee
3366,04/13/2023,08:21:30,4,2,Utrecht,3.5,Coffee,Milk coffee
3367,04/15/2023,08:42:09,2,2,Utrecht,3.5,Tea,Herbal tea
3368,04/12/2023,06:01:25,4,2,Utrecht,4.5,Chocolate,Hot chocolate
3369,04/15/2023,08:40:12,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3370,04/13/2023,10:15:13,1,2,Utrecht,3.0,Bakery,Scone
3371,04/11/2023,10:40:35,4,2,Utrecht,3.0,Bakery,Scone
3372,04/15/2023,17:48:06,2,,Utrecht,2.0,Coffee,Black coffee
3373,04/10/2023,09:48:58,2,3,Eindhoven,3.0,Bakery,Scone
3374,04/14/2023,17:58:21,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3375,04/11/2023,12:16:16,1,1,Amsterdam,3.75,Bakery,Sandwich
3376,04/15/2023,13:59:43,2,3,Eindhoven,3.0,Tea,Black tea
3377,04/15/2023,14:23:02,2,3,Eindhoven,3.15,Tea,Green tea
3378,04/10/2023,08:03:03,1,2,Utrecht,3.0,Bakery,Scone
3379,04/14/2023,11:15:12,4,2,Utrecht,3.5,Tea,Herbal tea
3380,04/15/2023,08:13:33,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3381,04/13/2023,10:03:41,1,3,Eindhoven,4.25,Coffee,Syrup coffee
3382,04/15/2023,14:41:53,2,3,Eindhoven,2.0,Coffee,Black coffee
3383,04/15/2023,19:13:41,4,2,Utrecht,4.5,Chocolate,Hot chocolate
3384,04/15/2023,06:59:26,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3385,04/15/2023,19:58:19,4,3,Eindhoven,3.5,Tea,Herbal tea
3386,04/10/2023,17:26:38,2,1,Amsterdam,3.5,Tea,Herbal tea
3387,04/11/2023,14:28:05,2,3,Eindhoven,3.25,Tea,Chai tea
3388,04/12/2023,08:37:08,1,3,Eindhoven,2.0,Coffee,Black coffee
3389,04/14/2023,12:48:31,1,1,Amsterdam,2.0,Coffee,Black coffee
3390,04/15/2023,13:44:12,2,1,Amsterdam,3.75,Bakery,Sandwich
3391,04/14/2023,14:32:28,6,1,Amsterdam,6.3,Coffee,Organic blended coffee
3392,04/12/2023,13:52:19,2,1,Amsterdam,3.5,Tea,Herbal tea
3393,04/13/2023,09:54:34,2,3,Eindhoven,3.25,Tea,Chai tea
3394,04/15/2023,08:44:33,1,1,Amsterdam,3.25,Tea,Chai tea
3395,04/15/2023,10:55:41,4,2,Utrecht,4.5,Chocolate,Hot chocolate
3396,04/14/2023,18:38:46,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3397,04/10/2023,10:50:54,2,3,Eindhoven,3.5,Bakery,Pie
3398,04/13/2023,07:29:39,1,1,Amsterdam,3.5,Coffee,Milk coffee
3399,04/14/2023,10:47:20,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
3400,04/13/2023,17:04:26,1,2,Utrecht,3.5,Bakery,Pie
3401,04/12/2023,08:32:06,4,1,Amsterdam,3.25,Tea,Chai tea
3402,04/16/2023,18:06:10,2,3,Eindhoven,3.25,Tea,Chai tea
3403,04/10/2023,17:19:21,3,3,Eindhoven,3.75,Bakery,Sandwich
3404,04/15/2023,09:17:54,1,2,Utrecht,3.25,Tea,Chai tea
3405,04/16/2023,17:51:42,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
3406,04/12/2023,10:26:22,2,3,Eindhoven,3.25,Tea,Chai tea
3407,04/13/2023,15:48:26,6,2,Utrecht,6.3,Coffee,Organic blended coffee
3408,04/10/2023,11:52:26,1,2,Utrecht,3.0,Bakery,Scone
3409,04/14/2023,10:18:02,1,3,Eindhoven,3.5,Tea,Herbal tea
3410,04/16/2023,15:31:33,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3411,04/14/2023,08:55:11,2,3,Eindhoven,3.5,Tea,Herbal tea
3412,04/11/2023,13:23:28,2,1,Amsterdam,3.5,Coffee,Milk coffee
3413,04/10/2023,08:53:56,2,3,Eindhoven,3.0,Bakery,Scone
3414,04/16/2023,07:45:29,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3415,04/15/2023,07:29:59,2,1,Amsterdam,3.25,Tea,Chai tea
3416,04/13/2023,13:48:59,1,1,Amsterdam,3.5,Bakery,Pie
3417,04/14/2023,09:03:17,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3418,04/12/2023,19:42:30,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3419,04/12/2023,19:36:10,1,1,Amsterdam,3.75,Bakery,Sandwich
3420,04/14/2023,08:42:53,1,2,Utrecht,3.15,Tea,Green tea
3421,04/13/2023,08:41:55,1,2,Utrecht,3.25,Tea,Chai tea
3422,04/16/2023,08:30:45,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3423,04/15/2023,16:08:31,1,2,Utrecht,3.75,Bakery,Sandwich
3424,04/11/2023,13:07:48,2,1,Amsterdam,3.25,Tea,Chai tea
3425,04/11/2023,10:28:56,2,1,Amsterdam,3.0,Bakery,Scone
3426,04/14/2023,16:12:17,2,3,Eindhoven,3.0,Bakery,Scone
3427,04/11/2023,16:21:35,1,2,Utrecht,3.5,Tea,Herbal tea
3428,04/11/2023,17:31:47,1,2,Utrecht,3.5,Bakery,Pie
3429,04/11/2023,12:11:29,1,3,Eindhoven,3.75,Bakery,Sandwich
3430,04/10/2023,06:41:30,3,2,Utrecht,3.75,Bakery,Sandwich
3431,04/14/2023,11:55:26,1,3,Eindhoven,3.0,Bakery,Scone
3432,04/13/2023,08:23:27,2,3,Eindhoven,3.0,Bakery,Scone
3433,04/11/2023,10:37:56,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
3434,04/16/2023,13:55:05,4,1,Amsterdam,3.0,Bakery,Scone
3435,04/15/2023,08:07:22,2,3,Eindhoven,3.25,Tea,Chai tea
3436,04/16/2023,19:46:03,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
3437,04/11/2023,16:38:27,2,2,Utrecht,3.25,Tea,Chai tea
3438,04/15/2023,17:11:48,2,2,Utrecht,3.15,Tea,Green tea
3439,04/15/2023,11:17:40,1,2,Utrecht,3.15,Tea,Green tea
3440,04/14/2023,12:43:18,2,2,Utrecht,4.25,Coffee,Syrup coffee
3441,04/12/2023,13:01:11,2,1,Amsterdam,3.0,Bakery,Scone
3442,04/13/2023,08:58:55,2,1,Amsterdam,3.0,Bakery,Scone
3443,04/13/2023,11:09:28,2,2,Utrecht,3.75,Bakery,Sandwich
3444,04/15/2023,17:53:38,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
3445,04/15/2023,10:08:55,1,,Amsterdam,3.25,Tea,Chai tea
3446,04/13/2023,11:42:09,1,3,Eindhoven,3.15,Tea,Green tea
3447,04/15/2023,15:01:57,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
3448,04/12/2023,08:22:06,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
3449,04/11/2023,16:11:20,1,2,Utrecht,4.25,Coffee,Syrup coffee
3450,04/13/2023,09:01:10,5,3,Eindhoven,3.0,Bakery,Scone
3451,04/11/2023,15:08:54,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3452,04/15/2023,14:13:26,2,1,Amsterdam,3.15,Tea,Green tea
3453,04/14/2023,09:16:02,2,2,Utrecht,3.0,Tea,Black tea
3454,04/14/2023,07:33:39,1,2,Utrecht,3.75,Bakery,Sandwich
3455,04/11/2023,19:37:01,1,3,Eindhoven,3.5,Bakery,Pie
3456,04/16/2023,10:35:57,1,3,Eindhoven,3.5,Bakery,Pie
3457,04/14/2023,18:17:44,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
3458,04/13/2023,13:19:44,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3459,04/16/2023,10:06:22,1,3,Eindhoven,3.5,Coffee,Milk coffee
3460,04/13/2023,08:11:06,1,2,Utrecht,6.3,Coffee,Organic blended coffee
3461,04/11/2023,15:27:02,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3462,04/14/2023,14:20:52,2,1,Amsterdam,4.25,Coffee,Syrup coffee
3463,04/11/2023,08:05:35,1,3,Eindhoven,3.75,Bakery,Sandwich
3464,04/13/2023,17:19:48,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
3465,04/15/2023,09:35:31,2,1,Amsterdam,4.25,Coffee,Syrup coffee
3466,04/15/2023,13:51:10,1,2,Utrecht,2.0,Coffee,Black coffee
3467,04/12/2023,17:52:21,2,2,Utrecht,4.25,Coffee,Syrup coffee
3468,04/11/2023,15:57:49,2,1,Amsterdam,3.0,Bakery,Scone
3469,04/13/2023,08:00:11,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3470,04/15/2023,16:44:17,2,2,Utrecht,3.0,Tea,Black tea
3471,04/11/2023,07:01:41,3,1,Amsterdam,3.75,Bakery,Sandwich
3472,04/16/2023,10:22:33,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3473,04/15/2023,15:08:28,1,3,Eindhoven,3.25,Tea,Chai tea
3474,04/15/2023,11:51:16,4,2,Utrecht,3.5,Tea,Herbal tea
3475,04/11/2023,07:11:18,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3476,,12:23:19,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
3477,04/12/2023,07:54:51,2,1,Amsterdam,3.75,Bakery,Sandwich
3478,04/11/2023,08:31:44,2,2,Utrecht,3.75,Bakery,Sandwich
3479,04/14/2023,06:43:50,1,,Utrecht,3.75,Bakery,Sandwich
3480,04/13/2023,08:14:49,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3481,04/15/2023,08:38:19,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3482,04/15/2023,13:07:13,1,1,Amsterdam,3.0,Tea,Black tea
3483,04/12/2023,08:42:03,2,3,Eindhoven,3.25,Tea,Chai tea
3484,04/12/2023,12:56:47,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
3485,04/16/2023,12:53:15,2,2,Utrecht,3.0,Tea,Black tea
3486,04/12/2023,13:25:15,6,1,Amsterdam,4.5,Chocolate,Hot chocolate
3487,04/14/2023,17:28:35,1,1,Amsterdam,3.5,Tea,Herbal tea
3488,04/16/2023,10:58:05,1,2,Utrecht,2.0,Coffee,Black coffee
3489,04/15/2023,07:12:42,2,2,Utrecht,2.0,Coffee,Black coffee
3490,04/16/2023,15:51:22,2,2,Utrecht,3.5,Bakery,Pie
3491,04/12/2023,09:31:59,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
3492,04/13/2023,11:17:06,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
3493,04/14/2023,14:28:30,2,3,Eindhoven,3.5,Tea,Herbal tea
3494,04/16/2023,11:44:55,5,2,Utrecht,4.5,Chocolate,Hot chocolate
3495,04/10/2023,09:58:35,5,2,Utrecht,3.5,Tea,Herbal tea
3496,04/15/2023,10:59:42,1,3,Eindhoven,2.0,Coffee,Black coffee
3497,04/16/2023,08:27:12,2,1,Amsterdam,3.15,Tea,Green tea
3498,04/11/2023,17:26:56,2,,Utrecht,3.15,Tea,Green tea
3499,04/14/2023,06:00:26,4,1,Amsterdam,3.75,Bakery,Sandwich
3500,04/13/2023,08:45:15,2,2,Utrecht,3.15,Tea,Green tea
3501,04/13/2023,09:44:47,1,2,Utrecht,3.5,Tea,Herbal tea
3502,04/10/2023,10:09:56,5,2,Utrecht,3.0,Bakery,Scone
3503,04/16/2023,09:51:25,1,2,Utrecht,2.0,Coffee,Black coffee
3504,04/12/2023,17:47:03,3,2,Utrecht,3.5,Tea,Herbal tea
3505,04/15/2023,16:50:31,2,2,Utrecht,4.25,Coffee,Syrup coffee
3506,04/12/2023,11:22:35,3,1,Amsterdam,3.5,Bakery,Pie
3507,04/11/2023,10:37:27,4,2,Utrecht,4.5,Chocolate,Hot chocolate
3508,04/12/2023,16:28:54,1,3,Eindhoven,3.75,Bakery,Sandwich
3509,04/15/2023,10:52:42,1,2,Utrecht,3.75,Bakery,Sandwich
3510,04/11/2023,06:30:17,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3511,04/11/2023,18:08:06,1,2,Utrecht,3.25,Tea,Chai tea
3512,04/16/2023,16:26:59,2,2,Utrecht,3.0,Tea,Black tea
3513,04/15/2023,08:06:22,1,2,Utrecht,3.75,Bakery,Sandwich
3514,04/14/2023,14:58:34,2,1,Amsterdam,3.0,Tea,Black tea
3515,04/14/2023,06:39:56,1,2,Utrecht,3.5,Tea,Herbal tea
3516,04/14/2023,10:44:37,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
3517,04/13/2023,07:55:03,2,3,Eindhoven,4.25,Coffee,Syrup coffee
3518,04/15/2023,06:07:57,2,3,Eindhoven,3.5,Bakery,Pie
3519,04/13/2023,10:42:23,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3520,04/11/2023,09:03:45,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3521,04/16/2023,10:31:53,2,3,Eindhoven,3.5,Bakery,Pie
3522,04/15/2023,11:52:57,1,2,Utrecht,3.0,Tea,Black tea
3523,04/16/2023,11:28:58,4,2,Utrecht,3.0,Bakery,Scone
3524,04/15/2023,16:52:17,6,2,Utrecht,3.5,Tea,Herbal tea
3525,04/14/2023,19:00:42,1,2,Utrecht,4.5,Chocolate,Hot chocolate
3526,04/13/2023,08:23:02,1,3,Eindhoven,3.15,Tea,Green tea
3527,04/13/2023,19:53:29,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3528,04/13/2023,08:36:46,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
3529,04/13/2023,13:02:59,3,2,Utrecht,4.5,Chocolate,Hot chocolate
3530,04/14/2023,08:11:01,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3531,04/14/2023,17:52:11,4,2,Utrecht,3.5,Bakery,Pie
3532,04/15/2023,08:48:25,4,3,Eindhoven,3.0,Tea,Black tea
3533,04/13/2023,17:52:42,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
3534,04/13/2023,14:58:29,1,1,Amsterdam,3.5,Coffee,Milk coffee
3535,04/15/2023,17:43:48,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
3536,04/10/2023,16:14:54,2,2,Utrecht,4.25,Coffee,Syrup coffee
3537,04/15/2023,16:27:40,3,2,Utrecht,3.25,Tea,Chai tea
3538,04/14/2023,09:58:32,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
3539,04/16/2023,16:06:16,2,2,Utrecht,4.25,Coffee,Syrup coffee
3540,04/16/2023,11:33:36,5,2,Utrecht,3.75,Bakery,Sandwich
3541,04/12/2023,16:36:17,2,2,Utrecht,4.5,Chocolate,Hot chocolate
3542,04/15/2023,10:34:59,5,1,Amsterdam,3.5,Coffee,Milk coffee
3543,04/10/2023,10:53:07,1,3,Eindhoven,3.25,Tea,Chai tea
3544,04/12/2023,14:32:46,1,1,Amsterdam,2.0,Coffee,Black coffee
3545,04/11/2023,16:03:01,1,2,Utrecht,3.15,Tea,Green tea
3546,04/15/2023,09:11:37,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
